CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS
8224,MUSC 216,1,Advanced Keyboard Skills,1,,Lab,TR,0930-1045,FERG 210,Emory  Danielle,6,Open
8225,MUSC 217,1,Jazz Keyboard Skills,1,,Lab,,,ARR ,Staff  CNU,7,Open
8226,MUSC 226,1,Advanced Jazz Improvisation,1,,Lab,,,ARR ,Staff  CNU,14,Open
8227,MUSC 230,1,Woodwind Instrument Techniques,1,,Lab,MWF,0900-0950,FERG A183,Richmond  James,9,Open
8228,MUSC 250,1,String Instrument Techniques,1,,Lab,TR,1500-1615,FERG 220,Ankney  Kimberly,0,Closed
8229,MUSC 261,1,Opera Workshop,1,,Lab,MWF,1500-1550,FERG A183,McGuire  John,19,Open
8267,MUSC 266,1,Foreign Language Diction II,1,,Lec,MWF,1100-1150,FERG 220,Mooney  Chris,13,Open
8233,MUSC 304,1,History of Western Music II,3,,Lec,TR,1100-1215,FERG 220,Ward-Griffin  Mary,7,Open
8235,MUSC 306,1,Global Transformations,3,  AIGM,Lec,TR,1330-1445,FERG 208,Ward-Griffin  Mary,2,Open
8237,MUSC 310,1,Advanced Ear Training II,1,,Lab,TR,1330-1445,FERG 220,Irving  John,11,Open
8238,MUSC 310,2,Advanced Ear Training II,1,,Lab,TR,1500-1615,FERG 210,Whitaker  Edward,12,Open
8239,MUSC 312,1,Extend Tonal Tech and Atonalit,3,,Lec,MWF,1100-1150,FERG 210,Cook  Christopher,3,Open
8240,MUSC 315,1,Digital Creativ w/Music Tech,3,  AICE,Lec,MWF,0900-0950,FERG 213,Whitaker  Edward,0,Closed
8241,MUSC 391,1,String Literature &amp; Pedagogy,3,,Lec,,,ARR ,Ankney  Kimberly,18,Open
8242,MUSC 394,1,Keyboard Literature &amp; Pedagogy,3,,Lec,,,ARR ,Corbin  Benjamin,7,Open
8243,MUSC 395,1,SP TPC: Computing and EDM,3,,Lec,MWF,1500-1550,FERG 213,Rossum  Kelly; Koehl  Aaron,0,Closed
8246,MUSC 398,1,Percussion Literat &amp;  Pedagogy,3,,Lec,,,ARR ,Bowman  Joshua,10,Open
8251,MUSC 401,W1,WI:Sem in Music Bibliography,3,  WI,Lec,TR,1500-1615,FERG 207,Ward-Griffin  Mary,4,Open
8248,MUSC 413,1,Counterpoint,3,,Lec,TR,1330-1445,FERG A183,Cook  Christopher,3,Open
8254,MUSC 416,1,Jazz Composition &amp; Arranging,3,,Lec,MWF,1400-1450,FERG 213,Rossum  Kelly,10,Open
8255,MUSC 491,1,Practicum in Music,1,,Lab,,,ARR ,Rossum  Kelly,2,Open
8258,MUSC 496,1,Vocal Pedagogy,3,,Lec,TR,1100-1215,FERG 221,Holland  Rachel,4,Open
8260,MUSC 520,1,Choral Literature &amp; Conducting,3,,Lec,MWF,0900-0950,FERG 220,Irving  John,8,Open
8262,MUSC 530,1,Wind Literature &amp; Conducting,3,,Lec,MWF,1000-1050,FERG A183,Reimer  Mark,6,Open
8263,MUSC 540,1,Orchestral Lit &amp; Conducting,3,,Lec,,,ARR ,Ankney  Kimberly,8,Open
8423,NEUR 201,1,Introduction of Neuroscience,3,,Lec,MWF,1400-1450,FORBES 2015,Rollins  Leslie,0,Closed
8426,NEUR 301,W1,WI: Research Mthds Neuroscienc,4,  WI,Lec,MWF,1100-1150,FORBES 2070A,Campolattaro  Matthew,5,Open
8428,NEUR 301L,1,Research Mthds in Neur Lab,0,,Lab,M,1300-1545,FORBES 2002,Campolattaro  Matthew,0,Closed
8430,NEUR 301L,2,Research Mthds in Neur Lab,0,,Lab,W,1300-1545,FORBES 2002,Campolattaro  Matthew,5,Open
8432,NEUR 360,1,Neuroendocrinology,3,,Lec,MWF,0900-0950,FORBES 2009,Velkey  Andrew,8,Open
8845,NEUR 420,1,Neuroanatomy,3,,Lec,TR,1330-1445,FORBES 2043,Mitrano  Darlene,7,Open
8847,NSCI 310,1,The Study of Science,3,,Lec,W,1700-1945,MCM 310,Timmer  Dale,0,Closed
9203,PCSE 395,1,SP TPC:Comp/Electr Dance Music,3,,Lec,MWF,1500-1550,FERG 213,Koehl  Aaron; Rossum  Kelly,0,Closed
8278,PCSE 498,W1,WI:Capstone Proj  Appl Physics,3-Jan,  WI,Ind,MW,1930-2045,LUTR 322,Gore  David,8,Open
9050,PCSE 579,1,Problem Solving &amp; Presentation,1,,Lec,F,1500-1550,LUTR 322,Gore  David,12,Open
9339,PCSE 595,1,SP TPC: Robotics,3,,Lec,MW,1600-1715,LUTR 323,Conner  David,8,Open
9053,PCSE 699,1,Thesis Research,6-Jan,,Ind,,,ARR ,Heddle  David,4,Open
8436,PHIL 101,1,Critical Thinking I,3,  AIIF,Lec,MWF,0800-0850,MCM 207,Barber  Carey,0,Closed
8437,PHIL 101,2,Critical Thinking I,3,  AIIF,Lec,MWF,0900-0950,MCM 207,Barber  Carey,0,Closed
8439,PHIL 101,3,Critical Thinking I,3,  AIIF,Lec,MWF,1100-1150,MCM 114,Hutchinson  Dawn,0,Closed
8441,PHIL 101,4,Critical Thinking I,3,  AIIF,Lec,MWF,1000-1050,MCM 216,Barber  Carey,0,Closed
8443,PHIL 101,5,Critical Thinking I,3,  AIIF,Lec,T,1930-2215,MCM 164,Horton-Parker  Horace,1,Open
8445,PHIL 201,1,Ancient and Medieval Phil,3,  AIGM,Lec,TR,0800-0915,MCM 162,Davidson  James,0,Closed
8446,PHIL 201,2,Ancient and Medieval Phil,3,  AIGM,Lec,TR,1630-1745,MCM 316,Davidson  James,0,Closed
8448,PHIL 201,3,Ancient and Medieval Phil,3,  AIGM,Lec,MWF,1000-1050,MCM 162,Jelinek  Elizabeth,0,Closed
8449,PHIL 201,4,Ancient and Medieval Phil,3,  AIGM,Lec,MWF,0900-0950,MCM 162,Jelinek  Elizabeth,0,Closed
8464,PHIL 202,1,Modern Philosophy,3,  AIWT,Lec,TR,1330-1445,MCM 212,Homan  Matthew,0,Closed
8465,PHIL 202,2,Modern Philosophy,3,  AIWT,Lec,TR,1500-1615,MCM 316,Davidson  James,0,Closed
8466,PHIL 202,3,Modern Philosophy,3,  AIWT,Lec,TR,1800-1915,MCM 357,Homan  Matthew,2,Open
8467,PHIL 202,4,Modern Philosophy,3,  AIWT,Lec,TR,1630-1745,MCM 357,Homan  Matthew,0,Closed
8468,PHIL 205,1,The Anatomy of Thought,3,  AIIF,Lec,MWF,1200-1250,MCM 262,Silverman  Eric,0,Closed
8470,PHIL 205,2,The Anatomy of Thought,3,  AIIF,Lec,MWF,1100-1150,MCM 101,Silverman  Eric,0,Closed
8476,PHIL 207,1,Ethical Issues in Business,3,,Lec,TR,1500-1615,MCM 164,Smart  Joshua,0,Closed
8477,PHIL 207,2,Ethical Issues in Business,3,,Lec,MWF,1400-1450,MCM 257,Smart  Joshua,0,Closed
8478,PHIL 207,3,Ethical Issues in Business,3,,Lec,MWF,1500-1550,MCM 212,Smart  Joshua,0,Closed
8479,PHIL 207,4,Ethical Issues in Business,3,,Lec,MW,1600-1715,MCM 262,Balay  Joe,0,Closed
8480,PHIL 207,5,Ethical Issues in Business,3,,Lec,MWF,1500-1550,MCM 262,Balay  Joe,0,Closed
9207,PHIL 305,1,The Quest for Truth,3,  AIGM,Lec,MWF,1200-1250,MCM 212,Jelinek  Elizabeth,10,Open
8486,PHIL 315,1,Philosophy of Gender,3,  AIII,Lec,MWF,1000-1050,MCM 210,Hutchinson  Dawn,0,Closed
8487,PHIL 319,1,Phil of Love and Sexuality,3,  AIII  AIWT,Lec,MWF,1400-1450,MCM 212,Silverman  Eric,0,Closed
8489,PHIL 321,W1,WI:Legal Reasoning,3,  AIIF  WI,Lec,MW,1600-1715,MCM 162,Staff  CNU,5,Open
8492,PHIL 337,1,Radical Evil &amp; Phil of Law,3,  AIII,Lec,TR,0930-1045,MCM 212,Underwood  Lori,1,Open
8494,PHIL 379,1,Philosophy of Language,3,,Lec,TR,1800-1915,MCM 212,Smart  Joshua,21,Open
8495,PHIL 386,1,Values and  Postmodernity,3,,Lec,MWF,1300-1350,MCM 212,Balay  Joe,1,Open
8496,PHIL 425,1,Constitutional Theory,3,,Lec,MW,1800-1915,MCM 316,Homan  Matthew,5,Open
8498,PHIL 451,1,The Great Philosophers,3,,Lec,W,1800-2045,MCM 257,Rose  Kenneth,9,Open
8500,PHIL 490,W1,WI: Senior Seminar,3,  WI,Lec,MWF,1300-1350,MCM 200C,Hutchinson  Dawn,5,Open
8280,PHYS 105L,1,Elementary Physics Lab,1,  AINW,Lab,W,1300-1545,LUTR 301,Granados  Carlos,7,Open
8281,PHYS 105L,2,Elementary Physics Lab,1,  AINW,Lab,R,1330-1615,LUTR 301,Granados  Carlos,6,Open
8282,PHYS 105L,3,Elementary Physics Lab,1,  AINW,Lab,W,1800-2045,LUTR 301,DeYoung  Russell,1,Open
8283,PHYS 105L,4,Elementary Physics Lab,1,  AINW,Lab,R,1800-2045,LUTR 301,Ryan  Robert,0,Closed
8284,PHYS 141,1,How Things Work,3,  AINW,Lec,TR,0930-1045,LUTR 170,Cueman  Michael,0,Closed
8285,PHYS 141,2,How Things Work,3,  AINW,Lec,TR,1330-1445,LUTR 170,Cueman  Michael,0,Closed
8286,PHYS 141,3,How Things Work,3,  AINW,Lec,MW,1600-1715,LUTR 170,Fernandez  Jose,0,Closed
8287,PHYS 144,1,Astronomy,3,  AINW,Lec,MWF,1000-1050,LUTR 121,DeJong  Anna,0,Closed
8292,PHYS 144,2,Astronomy,3,  AINW,Lec,TR,1800-1915,LUTR 170,Croom  Mark,0,Closed
8294,PHYS 151,1,Intermediate Physics,3,  AINW,Lec,MWF,0800-0850,LUTR 242,Cole  Leon,0,Closed
8297,PHYS 151L,1,Intermediate Physics-Lab,1,  AINW,Lab,M,1300-1545,LUTR 310,Cole  Leon,0,Closed
8298,PHYS 152,1,Intermediate Physics,3,  AINW,Lec,TR,0930-1045,LUTR 121,Selim  Raouf,0,Closed
8300,PHYS 152,2,Intermediate Physics,3,  AINW,Lec,TR,1100-1215,LUTR 121,Brash  Edward,0,Closed
8302,PHYS 152,3,Intermediate Physics,3,  AINW,Lec,MWF,1400-1450,LUTR 170,Gerousis  Costa,0,Closed
8304,PHYS 152L,1,Intermediate Physics - Lab,1,  AINW,Lab,W,0800-1045,LUTR 306,McHugh  Martin,0,Closed
8306,PHYS 152L,2,Intermediate Physics - Lab,1,  AINW,Lab,M,1000-1245,LUTR 306,Cole  Leon,0,Closed
8308,PHYS 152L,3,Intermediate Physics - Lab,1,  AINW,Lab,T,1330-1615,LUTR 306,Fernandez  Jose,0,Closed
8309,PHYS 152L,4,Intermediate Physics - Lab,1,  AINW,Lab,M,1400-1645,LUTR 306,Gore  David,0,Closed
8313,PHYS 152L,5,Intermediate Physics - Lab,1,  AINW,Lab,M,1800-2045,LUTR 306,Mlynczak  Martin,0,Closed
8315,PHYS 152L,6,Intermediate Physics - Lab,1,  AINW,Lab,T,1800-2045,LUTR 306,Ungaro  Maurizio,0,Closed
9333,PHYS 152L,7,Intermediate Physics - Lab,1,  AINW,Lab,T,0800-1045,LUTR 306,McClellan  Michael,23,Open
8317,PHYS 201,1,General Physics,3,  AINW,Lec,TR,0800-0915,LUTR 322,Cole  Leon,11,Open
8318,PHYS 202,1,General Physics,3,  AINW,Lec,MWF,1100-1150,LUTR 347,Fersch  Robert,0,Closed
8320,PHYS 202,2,General Physics,3,  AINW,Lec,TR,1330-1445,LUTR 242,Gore  David,0,Closed
8324,PHYS 202,3,General Physics,3,  AINW,Lec,TR,1500-1615,LUTR 242,Monaghan  Peter,8,Open
8328,PHYS 202L,1,General Physics Laboratory,1,  AINW,Lab,R,0930-1215,LUTR 310,Cole  Leon,0,Closed
8331,PHYS 202L,2,General Physics Laboratory,1,  AINW,Lab,W,1800-2045,LUTR 310,Granados  Carlos,0,Closed
8338,PHYS 202L,3,General Physics Laboratory,1,  AINW,Lab,R,1800-2045,LUTR 310,Ward  Steven,0,Closed
8339,PHYS 301,1,Intermed Classical Mechanics,3,,Lec,TR,1100-1215,LUTR 139,Monaghan  Peter,3,Open
8341,PHYS 340,1,Methods of Theoretical Physics,3,,Lec,TR,0800-0915,LUTR 142,Heddle  David,7,Open
8345,PHYS 344,1,Introduction to Astrophysics,3,,Lec,MWF,1300-1350,LUTR 139,DeJong  Anna,5,Open
8349,PHYS 402,1,Quantum Physics,3,,Lec,MWF,1100-1150,LUTR 323,Gore  David,1,Open
8351,PHYS 404,1,Electrodynamics,3,,Lec,MWF,0900-0950,LUTR 322,DeJong  Anna,7,Open
8352,PHYS 406,1,Thermodynamics,3,,Lec,MW,1800-1915,LUTR 322,Fersch  Robert,8,Open
9055,PHYS 502,1,Quantum Physics,3,,Lec,MWF,1100-1150,LUTR 323,Gore  David,11,Open
9057,PHYS 504,1,Electromagnetic Theory,3,,Lec,MWF,0900-0950,LUTR 322,DeJong  Anna,15,Open
9059,PHYS 506,1,Thermodynamics/Statisticl Phys,3,,Lec,MW,1800-1915,LUTR 322,Fersch  Robert,13,Open
9060,PHYS 521,1,Computer Architecture,3,,Lec,TR,1330-1445,LUTR 347,Gerousis  Costa,10,Open
9061,PHYS 522,1,Microprocessor-base Systems,3,,Lec,,, ,,0,Closed
8848,PMED 010,1,Pre-med Scholars Prgm Act I,0,,Fie,TR,1230-1320,FORBES 1022,Brown  Gwynne,21,Open
8851,PMED 020,1,Pre-med Scholars Prgm Act II,0,,Fie,TR,1230-1320,FORBES 1022,Brown  Gwynne,1,Open
8853,PMED 030,1,Pre-med Scholars Prgm Act III,0,,Fie,TR,1230-1320,FORBES 1022,Brown  Gwynne,16,Open
8854,PMED 040,1,Pre-med Scholars Prgm Act IV,0,,Fie,TR,1230-1320,FORBES 1022,Brown  Gwynne,10,Open
8106,PSYC 201,1,Inv Biol Bases of Beh &amp; Cogn,3,  AINW,Lec,TR,0930-1045,FORBES 1022,Greenlee  Shelia,0,Closed
8107,PSYC 201,2,Inv Biol Bases of Beh &amp; Cogn,3,  AINW,Lec,MWF,1300-1350,FORBES 1022,Gibbons  Jeffrey,0,Closed
8146,PSYC 202,1,Inv Socl Contxt of Beh &amp; Cogn,3,  AIII,Lec,TR,1100-1215,FORBES 1022,Cartwright  Kelly,0,Closed
8149,PSYC 202,2,Inv Socl Contxt of Beh &amp; Cogn,3,  AIII,Lec,MWF,1500-1550,FORBES 1022,Antaramian  Susan,0,Closed
8150,PSYC 207,1,Lifespan Development,3,  AIII,Lec,MWF,0900-0950,FORBES 2074,Niehaus  Jeffrey,1,Open
8183,PSYC 208,1,Child Development,3,  AIII,Lec,MW,1600-1715,FORBES 2070E,Niehaus  Jeffrey,1,Open
8186,PSYC 208,2,Child Development,3,  AIII,Lec,TR,1500-1615,FORBES 2070D,Mozo  Courtney,0,Closed
8188,PSYC 208,3,Child Development,3,  AIII,Lec,MW,1800-1915,FORBES 2070D,Sulzberger  Robert,0,Closed
8191,PSYC 208,4,Child Development,3,  AIII,Lec,MW,1930-2045,FORBES 2070D,Sulzberger  Robert,0,Closed
8194,PSYC 300,1,Statistical Appl-Soc Sci Rsrch,3,  AIIF,Lec,MWF,1400-1450,FORBES 2090,Niehaus  Jeffrey,1,Open
8198,PSYC 300,2,Statistical Appl-Soc Sci Rsrch,3,  AIIF,Lec,MWF,1300-1350,FORBES 2070C,Antaramian  Susan,0,Closed
8200,PSYC 301,W1,WI:Research Mthds in Psych,3,  WI,Lec,MWF,0900-0950,FORBES 2090,Pressley  Timothy,0,Closed
8203,PSYC 301,W2,WI:Research Mthds in Psych,3,  WI,Lec,TR,1330-1445,FORBES 2002,Catanzaro  Diane,0,Closed
8208,PSYC 301,W3,WI:Research Mthds in Psych,3,  WI,Lec,MWF,0800-0850,FORBES 2002,Riggins  Earl,10,Open
8210,PSYC 301,W4,WI:Research Mthds in Psych,3,  WI,Lec,TR,1100-1215,FORBES 2012,Gibbons  Jeffrey,0,Closed
8212,PSYC 301,W5,WI:Research Mthds in Psych,3,  WI,Lec,MWF,1400-1450,FORBES 2012,Lange  Michelle,0,Closed
8213,PSYC 301L,1,Research Methods Laboratory,1,,Lab,MWF,1000-1050,FORBES 2090,Pressley  Timothy,0,Closed
8214,PSYC 301L,2,Research Methods Laboratory,1,,Lab,TR,1500-1615,FORBES 2002,Catanzaro  Diane,0,Closed
8215,PSYC 301L,3,Research Methods Laboratory,1,,Lab,MWF,0900-0950,FORBES 2002,Riggins  Earl,10,Open
8216,PSYC 301L,4,Research Methods Laboratory,1,,Lab,TR,1330-1445,FORBES 2012,Gibbons  Jeffrey,0,Closed
8217,PSYC 301L,5,Research Methods Laboratory,1,,Lab,MWF,1500-1550,FORBES 2012,Lange  Michelle,0,Closed
8231,PSYC 303,1,Industrial/Organizational Psyc,3,  AIII,Lec,MWF,1100-1150,FORBES 2070C,Catanzaro  Diane,12,Open
8232,PSYC 303,2,Industrial/Organizational Psyc,3,  AIII,Lec,MWF,1200-1250,FORBES 2070C,Catanzaro  Diane,7,Open
8234,PSYC 304,1,Social Psychology,3,,Lec,W,1800-2045,FORBES 2015,Berry  Thomas,0,Closed
8236,PSYC 304,2,Social Psychology,3,,Lec,M,1800-2045,FORBES 2015,Lyons  Jason,0,Closed
8250,PSYC 305,1,Psychology of Learning,3,,Lec,TR,0930-1045,FORBES 2070E,Velkey  Andrew,7,Open
8253,PSYC 306,1,History and Systems of Psych,3,,Lec,MWF,0900-0950,FORBES 2070E,Doolittle  Dorothy,0,Closed
8256,PSYC 306,2,History and Systems of Psych,3,,Lec,MWF,0800-0850,FORBES 2070E,Doolittle  Dorothy,0,Closed
8259,PSYC 312,1,Educational Psychology,3,,Lec,MWF,1500-1550,FORBES 2070E,Pressley  Timothy,1,Open
8293,PSYC 312,2,Educational Psychology,3,,Lec,MW,1600-1715,FORBES 2070D,Riggins  Earl,32,Open
8296,PSYC 312,3,Educational Psychology,3,,Lec,MW,2100-2215,FORBES 2070D,Sulzberger  Robert,2,Open
8323,PSYC 314,1,Psychology of Personality,3,,Lec,TR,1100-1215,FORBES 2074,Lee  Sherman,0,Closed
8326,PSYC 314,2,Psychology of Personality,3,,Lec,TR,1330-1445,FORBES 2074,Lee  Sherman,0,Closed
8330,PSYC 315,1,Psychology-Abnormal Behavior,3,,Lec,MWF,1000-1050,FORBES 2070E,Lange  Michelle,0,Closed
8333,PSYC 315,2,Psychology-Abnormal Behavior,3,,Lec,TR,1800-1915,FORBES 2070E,Mozo  Courtney,0,Closed
8337,PSYC 316,1,Cognitive Psychology,3,,Lec,MWF,1100-1150,FORBES 2070E,Rollins  Leslie,20,Open
8340,PSYC 316,2,Cognitive Psychology,3,,Lec,MWF,1200-1250,FORBES 2070E,Rollins  Leslie,22,Open
8343,PSYC 350,1,Forensic Psychology,3,,Lec,TR,0800-0915,FORBES 2070D,Doolittle  Dorothy,0,Closed
8344,PSYC 350,2,Forensic Psychology,3,,Lec,TR,1630-1745,FORBES 2070E,Jarvis  Patricia,0,Closed
8355,PSYC 360,1,Evolutionary Psychology,3,,Lec,TR,1330-1445,FORBES 2070E,Niehaus  Jeffrey,27,Open
8356,PSYC 360,2,Evolutionary Psychology,3,,Lec,,, ,,0,Closed
8357,PSYC 405,1,Motivation and Emotion,3,,Lec,MWF,0900-0950,FORBES ,Hunter  Laurie,0,Closed
8358,PSYC 405L,1,Motivation and Emotion Lab,1,,Lab,MWF,1100-1150,FORBES 2009,Hunter  Laurie,0,Closed
8359,PSYC 405L,2,Motivation and Emotion Lab,1,,Lab,MWF,1000-1050,FORBES 2009,Hunter  Laurie,0,Closed
8360,PSYC 406,1,Sensation and Perception,3,,Lec,MWF,1100-1150,FORBES 2002,Lipatova  Olga,0,Closed
8361,PSYC 406L,1,Sensation and Perception Lab,1,,Lab,MWF,1200-1250,FORBES 2002,Lipatova  Olga,0,Closed
8362,PSYC 410,1,Tests and Measurement,3,,Lec,TR,1330-1445,FORBES 2009,Hart  Jason,0,Closed
8363,PSYC 410,2,Tests and Measurement,3,,Lec,TR,1630-1745,FORBES 2009,Frieden  Fredrick,0,Closed
8364,PSYC 410L,1,Tests and Measurement Lab,1,,Lab,TR,1500-1615,FORBES 2009,Hart  Jason,0,Closed
8365,PSYC 410L,2,Tests and Measurement Lab,1,,Lab,TR,1800-1915,FORBES 2009,Frieden  Fredrick,0,Closed
8366,PSYC 420,1,Human Sexuality,3,  AIII,Lec,TR,1500-1615,FORBES 2015,Frieden  Fredrick,0,Closed
8405,PSYC 430,1,Social Development,3,,Lec,TR,0930-1045,FORBES 3012,Marshall  Timothy,0,Closed
8406,PSYC 430L,1,Social Development Lab,1,,Lab,TR,1100-1215,FORBES 2002,Marshall  Timothy,0,Closed
9318,PSYC 430L,2,Social Development Lab,1,,Lab,TR,0800-0915,FORBES 2002,Marshall  Timothy,0,Closed
8407,PSYC 431,1,Psyc of Arch &amp; Ind Design,3,,Lec,TR,1630-1745,FORBES 2088,Berry  Thomas,1,Open
8414,PSYC 431L,1,Psyc of Arch &amp; Ind Dsgn-Lab,1,,Lab,TR,1800-1915,FORBES 2088,Berry  Thomas,1,Open
8416,PSYC 490,W1,WI: Senior Seminar in Psych,3,  WI,Lec,TR,0930-1045,FORBES 2012,Doolittle  Dorothy,1,Open
8417,PSYC 490,W2,WI: Senior Seminar in Psych,3,  WI,Lec,MWF,1300-1350,FORBES 2009,Hart  Jason,0,Closed
8418,PSYC 490,W3,WI: Senior Seminar in Psych,3,  WI,Lec,MWF,1400-1450,FORBES 2009,Hart  Jason,0,Closed
8419,PSYC 490,W4,WI: Senior Seminar in Psych,3,  WI,Lec,TR,1100-1215,FORBES 2009,Lange  Michelle,0,Closed
8421,PSYC 491,1,Practicum in Psychology,3,,Lec,MWF,1200-1250,FORBES 2009,Greenlee  Shelia,11,Open
9328,PSYC 499,1,Ind St: Face Processing,3-Jan,,Ind,,,ARR ,Hunter  Laurie,0,Closed
9329,PSYC 499,2,Ind St: Terro Management,3-Jan,,Ind,,,ARR ,Hart  Jason,0,Closed
9357,PSYC 499,3,Ind St: Reading Comp &amp; Math,3-Jan,,Ind,,,ARR ,Cartwright  Kelly,0,Closed
9373,PSYC 499,4,Ind St: Improving Clin Service,3-Jan,,Ind,,,ARR ,Lange  Michelle,0,Closed
9038,PSYC 521,1,Reading Acquisition &amp; Devlpmnt,3,,Lec,TR,0930-1045,FORBES 2009,Cartwright  Kelly,6,Open
9041,PSYC 521,2,Reading Acquisition &amp; Devlpmnt,3,,Lec,T,1630-1915,FORBES 2070D,Swords  Rachel Ann,1,Open
9065,PSYC 535,1,Exceptional Learner,3,,Lec,M,1800-2045,FORBES 2074,Lee  Sherman,0,Closed
9066,PSYC 544,1,Assessment of Learning,3,,Lec,R,1630-1915,FORBES 2070D,Pressley  Timothy,3,Open
9330,PSYC 544,2,Assessment of Learning,3,,Lec,R,1630-1915,FORBES 2012,Yeldell  Karyn,4,Open
8557,RSTD 211,1,Religions of the East,3,  AIGM,Lec,MWF,0900-0950,MCM 114,Curtis  Margaret,0,Closed
8558,RSTD 211,2,Religions of the East,3,  AIGM,Lec,MWF,1300-1350,MCM 316,Thompson  John,0,Closed
8559,RSTD 211,3,Religions of the East,3,  AIGM,Lec,TR,1330-1445,MCM 316,Schweig  Graham,0,Closed
8560,RSTD 211,4,Religions of the East,3,  AIGM,Lec,TR,1500-1615,MCM 314,Schweig  Graham,0,Closed
8561,RSTD 212,1,Religions of the West,3,  AIWT,Lec,TR,0930-1045,MCM 112,Rose  Kenneth,0,Closed
8562,RSTD 212,2,Religions of the West,3,  AIWT,Lec,MWF,1500-1550,MCM 216,Timani  Hussam,0,Closed
8563,RSTD 212,3,Religions of the West,3,  AIWT,Lec,TR,1100-1215,MCM 114,Rose  Kenneth,0,Closed
8564,RSTD 218,1,The Qur&#39;an,3,  AIGM,Lec,MWF,1100-1150,MCM 316,Timani  Hussam,1,Open
8565,RSTD 232,1,The Vision of Christianity,3,  AIWT,Lec,TR,0930-1045,TRIB 208,Strehle  Stephen,0,Closed
8566,RSTD 265,1,The Vision of Judaism,3,  AIWT,Lec,TR,1100-1215,MCM 314,Staff  CNU,0,Closed
8567,RSTD 312,1,Religion and the Arts,3,  AICE,Lec,TR,1100-1215,MCM 364,Hutchinson  Dawn,0,Closed
8568,RSTD 321,1,The Church and State,3,  AIWT,Lec,MW,1600-1715,MCM 316,Strehle  Stephen,0,Closed
8570,RSTD 326,W1,WI:  Religion in the Movies,3,  WI,Lec,T,1930-2215,MCM 114,Redick  Kip,0,Closed
8572,RSTD 337,1,Religion and Ecology,3,,Lec,TR,1630-1745,MCM 257,Redick  Kip,0,Closed
8575,RSTD 345,1,Scriptures of the World,3,  AIGM,Lec,MWF,1200-1250,MCM 112,Thompson  John,9,Open
8577,RSTD 361,1,Hebrew Bible,3,  AIWT,Lec,TR,1330-1445,MCM 314,Strehle  Stephen,7,Open
8580,RSTD 366,1,Bhagavad Gita &amp; Sacr Hindu Txt,3,  AIGM,Lec,TR,1800-1915,MCM 114,Schweig  Graham,24,Open
8435,RSTD 491,1,Practicum/Internship,3-Jan,,Pra,,,ARR ,Redick  Kip,0,Closed
9367,RSTD 499,1,Ind St: Modern Missionary Move,3-Jan,,Ind,,,ARR ,Redick  Kip,0,Closed
9300,SA 300,SA6,SA: Costa Rica-Veritas-Carroll,0,,Lec,,, ,,0,Closed
9276,SAXO 134,1,Applied Music: Saxophone,2,,Lab,,,ARR ,Richmond  James,0,Closed
8504,SOCL 201,1,Globalization and Society,3,  AIGM,Lec,TR,1330-1445,FORBES 2070C,Docka-Filipek  Danielle,0,Closed
8505,SOCL 201,2,Globalization and Society,3,  AIGM,Lec,TR,1500-1615,FORBES 2070C,Docka-Filipek  Danielle,0,Closed
8506,SOCL 205,1,Identity  Community  and Indiv,3,  AIII,Lec,TR,1500-1615,MCM 101,Orr  Rebekah,0,Closed
8507,SOCL 205,2,Identity  Community  and Indiv,3,  AIII,Lec,MWF,1100-1150,FORBES 2070D,Lewis  Michael,0,Closed
8508,SOCL 205,3,Identity  Community  and Indiv,3,  AIII,Lec,MWF,1400-1450,LUTR 264,Harris  Jaime,0,Closed
8509,SOCL 301,W1,WI:  Sociological Theory,3,  WI,Lec,TR,1100-1215,LUTR 347,Randolph  Antonia,0,Closed
8510,SOCL 301,W2,WI:  Sociological Theory,3,  WI,Lec,TR,1500-1615,LUTR 139,Randolph  Antonia,0,Closed
8511,SOCL 303,1,The Family in Transition,3,,Lec,TR,0930-1045,FORBES 2070A,Orr  Rebekah,0,Closed
8512,SOCL 303,2,The Family in Transition,3,,Lec,TR,1100-1215,FORBES 2070A,Orr  Rebekah,0,Closed
8513,SOCL 304,1,Socialization and Society,3,,Lec,TR,0930-1045,FORBES 2074,Waldron  Linda,0,Closed
8514,SOCL 308,1,The Urbanizing World,3,,Lec,TR,1630-1745,LUTR 167,Finn  John,0,Closed
8515,SOCL 308,2,The Urbanizing World,3,,Lec,TR,1800-1915,LUTR 167,Finn  John,3,Open
8516,SOCL 313,1,Sociology of Religion,3,,Lec,MWF,1300-1350,LUTR 167,Lewis  Michael,0,Closed
8517,SOCL 313,2,Sociology of Religion,3,,Lec,MWF,1400-1450,LUTR 167,Lewis  Michael,10,Open
8518,SOCL 314,1,Education  Culture and Society,3,,Lec,MWF,1300-1350,FORBES 3012,Bennette  Jana,0,Closed
8519,SOCL 314,2,Education  Culture and Society,3,,Lec,MWF,0800-0850,MCM 360,Weber  Richard,14,Open
8520,SOCL 314,3,Education  Culture and Society,3,,Lec,TR,1630-1745,MCM 366,Weber  Richard,1,Open
8590,SOCL 314,4,Education  Culture and Society,3,,Lec,MW,1600-1715,MCM 207,Graef  Mayrene,0,Closed
8521,SOCL 314L,1,Educ  Culture and Society Lab,1,,Lab,M,1100-1215,ARR ,Powell  Linda,0,Closed
